,tcpid,role,roleParsed,name,nameParsed,source,title,author,date,dateParsed,place,pubStmt,viafId
79383,B04164,publisher,publisher,T. Vere,,tcp_ep,"Londons ordinary: or, Every man in his humour. To a pleasant new tune.",,[between 1674-1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke., [London] : [between 1674-1679]",
79384,B04170,publisher,publisher,P. Brooksby,,tcp_ep,"The long nos'd lass: or, The taylors, millers, tinkers, tanners, and glovers; with a great number of other trades-men, dash't out of countenance by a sow-ships beauty, to their great discontent, and her perpetual trouble. Tune of, The country farmer. This may be printed, R.P.",,between 1685-1688],,,"Printed for P. Brooksby, [London : between 1685-1688]",
79385,B04172,publisher,publisher,F[rancis]. Coles,,tcp_ep,"A looking-glass for a Christian family; or, A warning for all people to serve God. Good people, in this glass you may behold the joy and comfort the godly are in, the wicked being accursed for evermore: likewise the great cause the Lord sends such sore judgements among us for our sins and wickedness, and worser he will send if we repent not in time. The tune is, Aim not too high.",,[between 1678-1681],,,"Printed for F[rancis]. Coles, T[homas]. Vere, I[ohn]. Wright, I[ohn]. Clarke, VV[illiam]. Thackeray, and T[homas]. Passenger, [London] : [between 1678-1681]",
79386,B04172,publisher,publisher,I[ohn]. Clarke,,tcp_ep,"A looking-glass for a Christian family; or, A warning for all people to serve God. Good people, in this glass you may behold the joy and comfort the godly are in, the wicked being accursed for evermore: likewise the great cause the Lord sends such sore judgements among us for our sins and wickedness, and worser he will send if we repent not in time. The tune is, Aim not too high.",,[between 1678-1681],,,"Printed for F[rancis]. Coles, T[homas]. Vere, I[ohn]. Wright, I[ohn]. Clarke, VV[illiam]. Thackeray, and T[homas]. Passenger, [London] : [between 1678-1681]",
79387,B04172,publisher,publisher,I[ohn]. Wright,,tcp_ep,"A looking-glass for a Christian family; or, A warning for all people to serve God. Good people, in this glass you may behold the joy and comfort the godly are in, the wicked being accursed for evermore: likewise the great cause the Lord sends such sore judgements among us for our sins and wickedness, and worser he will send if we repent not in time. The tune is, Aim not too high.",,[between 1678-1681],,,"Printed for F[rancis]. Coles, T[homas]. Vere, I[ohn]. Wright, I[ohn]. Clarke, VV[illiam]. Thackeray, and T[homas]. Passenger, [London] : [between 1678-1681]",
79388,B04172,publisher,publisher,T[homas]. Passenger,,tcp_ep,"A looking-glass for a Christian family; or, A warning for all people to serve God. Good people, in this glass you may behold the joy and comfort the godly are in, the wicked being accursed for evermore: likewise the great cause the Lord sends such sore judgements among us for our sins and wickedness, and worser he will send if we repent not in time. The tune is, Aim not too high.",,[between 1678-1681],,,"Printed for F[rancis]. Coles, T[homas]. Vere, I[ohn]. Wright, I[ohn]. Clarke, VV[illiam]. Thackeray, and T[homas]. Passenger, [London] : [between 1678-1681]",
79389,B04172,publisher,publisher,T[homas]. Vere,,tcp_ep,"A looking-glass for a Christian family; or, A warning for all people to serve God. Good people, in this glass you may behold the joy and comfort the godly are in, the wicked being accursed for evermore: likewise the great cause the Lord sends such sore judgements among us for our sins and wickedness, and worser he will send if we repent not in time. The tune is, Aim not too high.",,[between 1678-1681],,,"Printed for F[rancis]. Coles, T[homas]. Vere, I[ohn]. Wright, I[ohn]. Clarke, VV[illiam]. Thackeray, and T[homas]. Passenger, [London] : [between 1678-1681]",
79390,B04172,publisher,publisher,VV[illiam]. Thackeray,,tcp_ep,"A looking-glass for a Christian family; or, A warning for all people to serve God. Good people, in this glass you may behold the joy and comfort the godly are in, the wicked being accursed for evermore: likewise the great cause the Lord sends such sore judgements among us for our sins and wickedness, and worser he will send if we repent not in time. The tune is, Aim not too high.",,[between 1678-1681],,,"Printed for F[rancis]. Coles, T[homas]. Vere, I[ohn]. Wright, I[ohn]. Clarke, VV[illiam]. Thackeray, and T[homas]. Passenger, [London] : [between 1678-1681]",
79391,B04174,publisher,publisher,F. Coles,,tcp_ep,"A looking-glasse for all true Christians, very usefull and necessary for all people of what degree soever to look upon in these troublesome times of sorrow. The tune is, Aim not to high.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, W. Gilbertson., [London] : [between 1658 and 1664]",
79392,B04174,publisher,publisher,T. Vere,,tcp_ep,"A looking-glasse for all true Christians, very usefull and necessary for all people of what degree soever to look upon in these troublesome times of sorrow. The tune is, Aim not to high.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, W. Gilbertson., [London] : [between 1658 and 1664]",
79393,B04174,publisher,publisher,W. Gilbertson.,,tcp_ep,"A looking-glasse for all true Christians, very usefull and necessary for all people of what degree soever to look upon in these troublesome times of sorrow. The tune is, Aim not to high.",,[between 1658 and 1664],,,"Printed for F. Coles, T. Vere, W. Gilbertson., [London] : [between 1658 and 1664]",
79394,B04176,publisher,publisher,[sic] Vere,,tcp_ep,"A looking-glass for ladies, or, A mirrour for married-women. Lively setting forth the rare constancy, chastity, patience, and purity of Penelope the wife of Ulisses, one of the Grecian generals, who during the ten years absence of her husband at the siege of Troy, was solicited, and importun'd, by numbers of emminent suitors; who attempted her chastity, and endeavoured to violate her honour, but never could prevail. She addicted her self wholly to charity, and good housewifery, until her husbands return. Which may serve as a pattern for all ladies, gentlewomen, and others to imitate her vertuous example. Tune of, Queen Dido: or, Troy town. With allowance.",,[between 1674-1679],,,"Printed for F. Coles, T, [sic] Vere, J. Wright, and J. Clarke., [London] : [between 1674-1679]",
79395,B04176,publisher,publisher,F. Coles,,tcp_ep,"A looking-glass for ladies, or, A mirrour for married-women. Lively setting forth the rare constancy, chastity, patience, and purity of Penelope the wife of Ulisses, one of the Grecian generals, who during the ten years absence of her husband at the siege of Troy, was solicited, and importun'd, by numbers of emminent suitors; who attempted her chastity, and endeavoured to violate her honour, but never could prevail. She addicted her self wholly to charity, and good housewifery, until her husbands return. Which may serve as a pattern for all ladies, gentlewomen, and others to imitate her vertuous example. Tune of, Queen Dido: or, Troy town. With allowance.",,[between 1674-1679],,,"Printed for F. Coles, T, [sic] Vere, J. Wright, and J. Clarke., [London] : [between 1674-1679]",
79396,B04176,publisher,publisher,J. Clarke.,,tcp_ep,"A looking-glass for ladies, or, A mirrour for married-women. Lively setting forth the rare constancy, chastity, patience, and purity of Penelope the wife of Ulisses, one of the Grecian generals, who during the ten years absence of her husband at the siege of Troy, was solicited, and importun'd, by numbers of emminent suitors; who attempted her chastity, and endeavoured to violate her honour, but never could prevail. She addicted her self wholly to charity, and good housewifery, until her husbands return. Which may serve as a pattern for all ladies, gentlewomen, and others to imitate her vertuous example. Tune of, Queen Dido: or, Troy town. With allowance.",,[between 1674-1679],,,"Printed for F. Coles, T, [sic] Vere, J. Wright, and J. Clarke., [London] : [between 1674-1679]",
79397,B04176,publisher,publisher,J. Wright,,tcp_ep,"A looking-glass for ladies, or, A mirrour for married-women. Lively setting forth the rare constancy, chastity, patience, and purity of Penelope the wife of Ulisses, one of the Grecian generals, who during the ten years absence of her husband at the siege of Troy, was solicited, and importun'd, by numbers of emminent suitors; who attempted her chastity, and endeavoured to violate her honour, but never could prevail. She addicted her self wholly to charity, and good housewifery, until her husbands return. Which may serve as a pattern for all ladies, gentlewomen, and others to imitate her vertuous example. Tune of, Queen Dido: or, Troy town. With allowance.",,[between 1674-1679],,,"Printed for F. Coles, T, [sic] Vere, J. Wright, and J. Clarke., [London] : [between 1674-1679]",
79398,B04176,publisher,publisher,T,,tcp_ep,"A looking-glass for ladies, or, A mirrour for married-women. Lively setting forth the rare constancy, chastity, patience, and purity of Penelope the wife of Ulisses, one of the Grecian generals, who during the ten years absence of her husband at the siege of Troy, was solicited, and importun'd, by numbers of emminent suitors; who attempted her chastity, and endeavoured to violate her honour, but never could prevail. She addicted her self wholly to charity, and good housewifery, until her husbands return. Which may serve as a pattern for all ladies, gentlewomen, and others to imitate her vertuous example. Tune of, Queen Dido: or, Troy town. With allowance.",,[between 1674-1679],,,"Printed for F. Coles, T, [sic] Vere, J. Wright, and J. Clarke., [London] : [between 1674-1679]",
79399,B04177,publisher,publisher,Tho,,tcp_ep,"A looking glasse for maids. Or, The downfall of two desperate lovers. Henry Hartlove and William Martin ... who for the love of Anne Scabborow ... chaleng'd the field, where after a cruel fight they were both mortally wounded, and were found dead upon the place by the afore mentioned maiden ... The tune is, Aim not too high.",,[between 1670 and 1679?],,,"Printed for Tho, Vere ..., [London] : [between 1670 and 1679?]",
79400,B04177,publisher,publisher,Vere,,tcp_ep,"A looking glasse for maids. Or, The downfall of two desperate lovers. Henry Hartlove and William Martin ... who for the love of Anne Scabborow ... chaleng'd the field, where after a cruel fight they were both mortally wounded, and were found dead upon the place by the afore mentioned maiden ... The tune is, Aim not too high.",,[between 1670 and 1679?],,,"Printed for Tho, Vere ..., [London] : [between 1670 and 1679?]",
79401,B04197,publisher,publisher,J. Back.,,tcp_ep,"Love and loyalty; or, A letter from a young-man, on board of a English privateer, to his beloved Susan in the city of London. To the tune of, Tender hearts of London city. Licensed according to order.",,[between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back., [London] : [between 1688-1692]",
79402,B04197,publisher,publisher,J. Blare,,tcp_ep,"Love and loyalty; or, A letter from a young-man, on board of a English privateer, to his beloved Susan in the city of London. To the tune of, Tender hearts of London city. Licensed according to order.",,[between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back., [London] : [between 1688-1692]",
79403,B04197,publisher,publisher,J. Deacon,,tcp_ep,"Love and loyalty; or, A letter from a young-man, on board of a English privateer, to his beloved Susan in the city of London. To the tune of, Tender hearts of London city. Licensed according to order.",,[between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back., [London] : [between 1688-1692]",
79404,B04197,publisher,publisher,P. Brooksby,,tcp_ep,"Love and loyalty; or, A letter from a young-man, on board of a English privateer, to his beloved Susan in the city of London. To the tune of, Tender hearts of London city. Licensed according to order.",,[between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare, and J. Back., [London] : [between 1688-1692]",
79405,B04199,publisher,publisher,James Bissel,,tcp_ep,"Love in a bush: or, The two loyal lovers joy ccmpleated [sic]. She seem'd to slight her hearts delight, which caus'd him to complain: but when she see his loyalty, she made him glad again. Tune of, Oh so ungrateful a creature. This may be printed. R.P.",,[1687 or 8],,the Bible|West Smithfield.,"Printed for James Bissel at the Bible and Harp in West Smithfield., [London] : [1687 or 8]",
79406,B04202,publisher,publisher,I[onah]. Deacon,,tcp_ep,"Love in a mist; a loving couple once together met, and changing words, a passion did beget: a mist before my eyes I have, quoth she, what dost thou mean, my boy, to do with me: to the tune of, Hey boys up go we.",,[between 1684-1695],,the Angel in Guiltspur-street.,"Printed for I[onah]. Deacon, at the Angel in Guiltspur-street., [London] : [between 1684-1695]",
79407,B04205,publisher,publisher,J. Blare. J. Back,,tcp_ep,"The love-sick lady: being her sorrowful sighs for her loyal soldier, whom at length she enjoy'd to her unspeakable satisfaction. Tune of, What shall I do to show how much I love her. Licensed according to orde[r].",,between 1688-1692],,,"Printed for P. Brooksby, J. Deacon, J. Blare. J. Back, [London : between 1688-1692]",
